Date,Time,DredgeRunning,VELOCITY,DENSITY,cutter_hp,cutter_rpm,cutter_torque,ladder_motor_hp,ladder_motor_rpm,ladder_motor_torque,port_swing_hp,port_swing_linespeed,port_swing_motor_torque,stbd_swing_hp,stbd_swing_linespeed,stbd_swing_motor_torque,UWP_HP,uwp_rpm,uwp_motor_torque,main_engine_1_pump_rpm,me_1_rpm,MAIN_ENGINE_1_CAPACITY,main_engine_2_pump_rpm,me_2_rpm,MAIN_ENGINE_2_CAPACITY,GEN1_LOAD,GEN2_LOAD,GEN3_LOAD,UWP_SUCTION_PRESS,UWP_DISC_PRESS,MP_1_DISC_PRESS,MP_2_DISC_PRESS,carriage_location_x10,stationary_spud_press,walking_spud_press,cutter_depth_below_water,draft,ladder_linepull,port_swing_linepull,PORT_SWING_DRUM_LEVEL_PORT,PORT_SWING_DRUM_LEVEL_STBD,stbd_swing_linepull,STBD_SWING_DRUM_LEVEL_PORT,STBD_SWING_DRUM_LEVEL_STBD,SRV_SOLENOID
2020/01/03,00:00:00,-1,21.715,1.0013,69,32.217,11376,0,2,0,0,0,1,0,0,0,973,269,19066,345,994,77.963,354,992,90.935,-27.455,-27.453,-27.468,1.2662,18.705,139.47,279.27,5,972,106,45.473,9.6926,0,73,23.848,1.5349,37,1.9698,1.1982,0
2020/01/03,00:00:10,-1,21.734,1.0013,84,32.247,13719,0,0,2,-1,7,119,25,18,844,962,269,18796,330,969,69.931,340,954,81.911,-27.455,-27.453,-27.465,1.5387,19.211,130.43,259.66,5,1036,106,45.485,9.6938,0,3992,23.848,1.6746,33911,2.1344,1.1159,0
2020/01/03,00:00:20,-1,21.679,1.0013,138,32.276,22581,0,0,1,-5,-47,80,46,23,1227,980,269,19144,327,944,69.824,337,944,81.558,-27.455,-27.455,-27.465,1.0016,18.808,128.24,254.91,6,914,119,45.56,9.713,0,3992,23.848,1.51,24865,1.7968,16.24,0
2020/01/03,00:00:30,-1,21.541,1.0013,159,32.158,25977,0,0,1,4,6,382,11,29,247,996,269,19582,329,939,69.47,338,944,80.995,-27.455,-27.455,-27.465,0.0759,17.387,127.52,255.06,15,885,109,45.504,9.7083,51,35522,23.848,1.559,17322,1.8218,1.1325,0
2020/01/03,00:00:40,-1,21.367,1.0013,252,32.335,41122,0,0,0,-7,-59,75,44,44,605,1002,269,19570,328,939,71.268,337,945,81.102,-27.455,-27.455,-27.465,0.24785,17.543,130.51,259.47,15,890,106,45.542,9.7057,0,3882,23.848,1.1566,31237,1.855,16.265,0
2020/01/03,00:00:50,-1,21.155,1.0173,232,32.276,37726,0,0,0,-7,-8,547,23,44,331,983,269,19380,328,939,73.804,338,945,84.836,-27.455,-27.455,-27.465,-0.62226,16.939,129.98,261.37,12,810,82,45.465,9.6838,51,25488,23.848,0.72098,21643,1.929,16.24,0
2020/01/03,00:01:00,-1,21.045,1.0359,247,32.099,40477,0,0,1112,-14,-55,186,28,44,395,1029,269,20109,329,942,71.443,338,945,81.983,-27.455,-27.455,-27.465,-0.7168,17.138,130.17,260.93,12,786,81,45.583,9.669,61830,12707,23.848,0.76255,20068,1.7644,1.1733,0
2020/01/03,00:01:10,-1,20.916,1.0324,263,32.306,42956,0,0,1,-5,-49,74,45,46,608,1005,269,19638,328,942,75.884,336,946,87.34,-27.455,-27.455,-27.465,-1.6302,15.98,130.25,262.48,12,779,82,45.593,9.6588,0,3918,23.848,0.77086,33142,1.8958,1.2473,0
2020/01/03,00:01:20,-1,20.815,1.0562,250,32.188,42039,0,2,0,-10,-76,81,134,51,496,1008,269,19694,328,942,76.344,338,946,82.899,-27.455,-27.455,-27.468,-0.23929,16.951,132.84,263.13,12,775,82,45.56,9.6528,0,3918,23.848,0.83654,79723,1.9781,1.3869,0
2020/01/03,00:01:30,-1,20.732,1.073,232,32.158,37998,0,0,0,-9,-28,206,31,46,423,1006,269,19649,330,942,75.356,339,944,86.035,-27.455,-27.455,-27.465,-1.4667,16.043,131.22,263.43,12,771,84,45.54,9.6539,0,9082,23.848,0.87728,21020,1.8218,12.289,0
2020/01/03,00:01:40,-1,20.697,1.0655,211,32.364,34331,-2,-11,1094,-26,-56,286,27,46,368,1011,269,19649,333,954,79.761,343,949,90.265,-27.455,-27.455,-27.468,-2.1557,15.17,133.84,269.54,12,769,84,45.583,9.6552,63009,17688,23.848,0.77086,18274,2.0354,1.8966,0
2020/01/03,00:01:50,-1,20.687,1.0738,245,32.217,39967,0,0,1132,-8,-64,83,38,54,440,975,269,19043,340,972,78.28,349,966,92.487,-27.455,-27.453,-27.465,-4.6234,14.859,136.2,278.35,12,770,86,45.704,9.6535,62907,5273,23.848,0.91054,23217,1.7968,1.9124,0
2020/01/03,00:02:00,-1,20.687,1.0741,235,32.276,38270,0,2,0,-25,-22,479,35,54,418,1078,269,21051,345,984,87.13,352,984,98.864,-27.455,-27.455,-27.468,-3.2774,14.215,142.59,287.86,12,773,88,45.73,9.6585,51,11352,23.848,0.65529,20617,1.9041,11.509,0
2020/01/03,00:02:10,-1,20.788,1.08,193,32.394,31478,0,0,0,-9,-58,105,38,54,433,1049,269,19839,348,994,87.729,359,1000,105.56,-27.455,-27.455,-27.465,-2.7182,14.454,144.59,295.44,12,772,91,45.71,9.6663,0,3955,23.848,0.91054,23657,1.781,2.2741,0
2020/01/03,00:02:20,-1,20.991,1.0835,212,32.217,34602,0,0,0,-7,-23,210,39,54,444,1014,269,19817,352,1004,91.535,361,1010,108.56,-27.455,-27.457,-27.465,-3.2389,13.63,145.59,298.57,12,767,95,45.824,9.6653,51,21386,23.848,0.7376,18713,1.855,14.392,0
2020/01/03,00:02:30,-1,21.211,1.0848,232,32.364,37217,0,0,0,-7,-64,74,56,54,661,997,269,19469,348,999,86.035,356,1004,103.77,-27.455,-27.455,-27.465,-2.2983,14.873,142.56,292.93,12,770,97,45.866,9.6726,0,3918,23.848,0.17889,36401,1.9781,14.646,0
2020/01/03,00:02:40,-1,21.331,1.0679,213,32.247,34738,0,0,1,-9,-30,194,38,54,439,1039,269,20030,343,984,87.165,351,989,97.63,-27.455,-27.455,-27.465,-1.8112,14.886,139.73,284.27,12,775,94,45.972,9.6682,51,5859,23.848,0.22046,18933,1.7968,13.119,0
2020/01/03,00:02:50,-1,21.413,1.0783,229,32.188,37353,0,2,1,-32,-50,402,28,54,320,1050,269,20456,336,972,76.272,346,966,88.114,-27.457,-27.455,-27.465,-1.824,16.545,133.81,270.94,12,774,92,46.014,9.6772,0,25781,23.848,0.07247,16296,1.781,14.466,0
2020/01/03,00:03:00,-1,21.44,1.0719,213,32.335,34738,0,0,1,1,8,256,25,54,293,1045,269,20411,328,944,74.97,337,947,86.916,-27.455,-27.455,-27.468,-2.5099,15.6,131.53,263.07,12,772,103,45.837,9.669,51,26806,23.848,0.02259,16736,1.8135,10.038,0
2020/01/03,00:03:10,-1,21.431,1.0768,193,32.217,31614,0,-2,1,-10,-86,76,77,51,941,1058,269,20557,328,944,77.296,338,944,86.848,-27.455,-27.455,-27.465,-1.8689,16.991,131.7,264.31,12,778,105,45.771,9.6828,51,3918,23.848,-0.00152,91661,1.8791,6.0453,0
2020/01/03,00:03:20,-1,21.276,1.0732,180,32.247,33312,0,0,1,-8,-58,79,38,54,437,1012,269,19761,328,941,75.498,335,944,87.868,-27.455,-27.455,-27.465,-1.4715,15.728,129.66,260.64,12,778,116,45.759,9.6915,51,5273,23.848,-0.00152,22155,1.9124,9.9555,0
2020/01/03,00:03:30,-1,20.907,1.0662,64,32.541,10459,356,1300,1365,4,3,944,1,22,44,994,269,19425,326,941,73.276,337,944,82.018,-27.455,-27.455,-27.465,-0.03739,17.241,130.46,260.99,12,774,85,45.69,9.6918,137913,47424,23.848,-0.03478,2380,1.8135,9.1257,0
2020/01/03,00:03:40,-1,20.687,1.0626,85,32.188,13854,0,-3,1331,-6,-52,74,51,48,657,954,269,18628,328,942,73.383,337,946,79.447,-27.455,-27.455,-27.465,0.37426,19.225,132.86,261.11,12,787,105,42.243,9.6941,74596,3882,23.848,-0.00984,34973,1.8218,14.318,0
2020/01/03,00:03:50,-1,20.613,1.045,78,32.247,12802,465,1307,1872,-11,-94,74,47,46,208,964,269,18830,334,944,71.375,342,949,80.749,-27.455,-27.453,-27.468,-0.28736,18.772,132.33,260.21,13,780,116,40.272,9.7015,97308,11462,23.848,-0.00984,92394,1.8051,14.449,0
2020/01/03,00:04:00,-1,20.603,1.0057,77,32.247,12666,10,99,597,-9,-81,73,25,63,332,953,269,18617,341,974,74.721,350,974,86.705,-27.455,-27.455,-27.465,-0.90268,18.488,136.46,271.54,12,783,116,37.967,9.7152,63984,27539,23.848,0.02259,42956,1.7644,12.766,0
2020/01/03,00:04:10,-1,20.623,1.0013,75,32.247,12258,42,253,945,1,9,260,6,50,94,956,269,18684,348,984,79.515,355,994,91.007,-27.457,-27.455,-27.465,-2.7919,17.77,138.54,278.09,12,784,121,36.048,9.7374,52089,49145,23.848,-0.03478,4614,1.8135,12.56,0
2020/01/03,00:04:20,-1,20.642,1.0013,64,32.247,10459,55,126,2293,4,3,943,0,24,0,969,269,18976,354,1005,83.074,362,1014,96.995,-27.457,-27.455,-27.468,-3.4649,17.266,143.73,288.07,12,782,159,34.317,9.7435,137401,49951,23.848,0.02259,0,2.0188,2.8078,0
2020/01/03,00:04:30,-1,20.735,1.0013,68,32.188,11104,0,0,1490,2,5,291,0,10,152,980,269,19144,360,1024,86.812,369,1030,103.13,-27.455,-27.455,-27.465,-3.7838,17.171,147.05,295.42,29,823,189,33.699,9.753,82851,40319,23.848,0.01511,21789,1.9207,14.688,0
2020/01/03,00:04:40,-1,21.091,1.0013,76,32.247,12394,-179,-740,1274,9,12,457,-6,-29,139,969,269,18920,358,1030,86.249,368,1034,103.77,-27.455,-27.455,-27.465,-3.7309,16.944,147.97,298.1,39,811,209,34.144,9.7587,18713,26513,23.848,0.06416,7361,1.8633,13.611,0
2020/01/03,00:04:50,-1,21.541,1.0013,64,32.364,10561,0,3,1322,54,30,1105,-6,-30,138,992,269,19368,349,1019,81.066,359,1010,96.468,-27.455,-27.457,-27.465,-2.7294,16.903,140.33,282.98,39,775,87,35.768,9.7641,73007,58703,23.848,-0.03478,7361,1.8874,14.663,0
2020/01/03,00:05:00,-1,21.697,1.0013,152,32.099,24823,-164,-903,959,15,30,309,-34,-38,556,979,269,19133,339,977,75.288,347,989,85.717,-27.457,-27.455,-27.465,-2.6236,17.509,134.16,267.8,39,772,89,36.753,9.7555,52140,17065,23.848,-0.08383,29553,1.7237,14.318,0
2020/01/03,00:05:10,-1,21.734,1.0013,133,31.952,21800,0,0,1197,31,29,660,-5,-26,139,988,269,19402,328,943,71.304,338,944,80.114,-27.455,-27.457,-27.465,-2.7678,16.971,126.74,250.38,39,767,134,39.055,9.7512,66496,34863,23.848,0.0309,7361,1.9207,10.917,0
2020/01/03,00:05:20,-1,21.672,1.0013,112,32.276,18269,-134,-671,1054,20,29,431,-18,-36,319,966,269,19110,329,943,73.383,336,944,83.039,-27.455,-27.453,-27.465,-1.5629,18.126,129.96,256.62,39,768,126,39.223,9.7451,42553,20031,23.848,0.06416,20691,1.9448,4.6403,0
2020/01/03,00:05:30,-1,21.597,1.0028,141,32.276,22989,0,2,1193,44,30,896,-4,-22,139,978,269,19234,328,943,70.034,337,944,80.256,-27.455,-27.455,-27.465,-2.2999,16.843,127.53,252.57,39,766,111,41.275,9.7362,66291,48889,23.848,0.03922,7324,1.8633,13.743,0
2020/01/03,00:05:40,-1,21.477,1.0013,145,32.247,23498,-122,-598,1077,28,31,538,-9,-43,139,981,269,19167,329,941,73.522,338,944,84.201,-27.455,-27.455,-27.465,-0.67994,17.5,128.44,255.56,39,764,106,41.569,9.7153,20866,28161,23.848,-0.12457,7361,1.7311,4.3035,0
2020/01/03,00:05:50,-1,21.366,1.0089,180,32.099,29237,-172,-427,2124,48,39,777,-7,-33,139,1006,269,19649,329,941,70.423,336,944,81.312,-27.455,-27.457,-27.465,-2.5627,15.971,125.58,250.18,39,761,108,43.633,9.7038,87465,42370,23.848,-0.00984,7361,1.8051,2.8818,0
2020/01/03,00:06:00,-1,21.257,1.0053,173,32.247,28320,0,0,1287,43,41,660,-11,-52,140,1036,269,20243,327,941,75.252,339,944,82.336,-27.455,-27.455,-27.468,-2.3961,15.697,129.08,257.69,39,761,105,44.904,9.7043,77314,38708,23.848,-0.11709,7361,1.8633,4.1805,0
2020/01/03,00:06:10,-1,21.192,1.038,203,32.188,33040,-72,-327,1167,32,41,493,-10,-45,139,1063,269,20882,329,941,76.732,338,944,85.789,-27.455,-27.455,-27.468,-3.2021,15.186,129.6,263.25,39,760,111,45.201,9.7233,150064,26184,23.848,-0.08383,7397,1.7893,2.151,0
2020/01/03,00:06:20,-1,21.165,1.067,157,32.217,25604,0,0,1291,47,41,703,-10,-45,139,1051,269,20524,329,942,76.026,337,943,88.678,-27.455,-27.455,-27.465,-3.8286,14.816,129.9,265.8,39,764,106,45.647,9.7359,71674,37060,23.848,0.03922,7361,1.8467,2.2824,0
2020/01/03,00:06:30,-1,21.146,1.0878,183,32.158,29916,0,0,1,33,41,507,-10,-47,139,1036,269,20243,329,942,78.53,338,943,88.995,-27.455,-27.455,-27.465,-3.6091,15.46,130.55,265.24,39,761,104,45.847,9.7517,0,26623,23.848,0.04753,7288,1.7153,22.394,0
2020/01/03,00:06:40,-1,21.137,1.0988,159,32.335,25977,0,2,1,51,41,767,-9,-44,139,1075,269,20905,329,942,76.062,337,943,87.868,-27.457,-27.453,-27.465,-2.9473,15.298,129.68,264.49,39,759,104,46.005,9.7481,51,40429,23.848,0.01511,7361,1.8633,5.2314,0
2020/01/03,00:06:50,-1,21.137,1.0933,192,32.217,31478,0,0,1,29,41,434,-12,-45,164,1029,269,20086,329,942,74.018,337,943,88.432,-27.455,-27.455,-27.465,-2.7887,15.226,130,266.41,39,760,103,46.058,9.7502,51,24170,23.848,0.07247,7324,1.855,1.9623,0
2020/01/03,00:07:00,-1,21.137,1.0893,195,32.335,31852,0,2,1489,47,41,714,-9,-43,138,1062,269,20737,329,942,74.689,337,943,87.975,-27.455,-27.455,-27.465,-2.4009,15.426,130.45,264.71,39,761,102,45.842,9.7474,82697,37500,23.848,0.28615,7361,1.7153,1.806,0
2020/01/03,00:07:10,-1,21.128,1.0942,145,32.129,23227,0,0,1,32,41,487,-10,-44,139,1037,269,20266,326,941,73.911,337,946,89.209,-27.455,-27.455,-27.465,-2.1509,15.17,129.89,265.34,39,760,101,45.807,9.745,51,26037,23.848,0.18721,7324,1.7311,1.9207,0
2020/01/03,00:07:20,-1,21.119,1.086,154,32.335,25977,0,0,0,37,41,559,-9,-43,138,1032,269,20153,328,941,75.602,337,946,87.832,-27.457,-27.455,-27.465,-1.643,15.512,130.19,263.76,39,761,101,45.827,9.7468,0,29223,23.848,0.66361,7361,1.9207,1.9207,0
2020/01/03,00:07:30,-1,21.092,1.081,136,32.335,22344,0,2,1,38,41,572,-10,-45,140,1023,269,19985,330,943,75.884,337,945,87.165,-27.455,-27.455,-27.465,-2.4714,15.372,129.64,264.29,39,761,100,45.713,9.7464,51,30688,23.848,0.77834,7361,1.8218,1.9947,0
2020/01/03,00:07:40,-1,21.073,1.0773,138,32.247,22446,0,0,1,38,41,579,-9,-44,139,1037,269,20210,328,943,78.776,338,945,84.801,-27.455,-27.455,-27.468,-2.5547,15.287,130.69,262.22,39,761,99,45.624,9.7466,51,30651,23.848,0.77834,7324,1.9124,1.855,0
2020/01/03,00:07:50,-1,21.055,1.0796,174,32.306,28320,0,0,0,35,41,529,-10,-46,139,1028,269,20086,329,943,75.32,336,945,87.34,-27.455,-27.453,-27.465,-2.0564,16.16,130.21,262.91,39,761,98,45.539,9.7371,51,28857,23.848,0.77086,7361,1.7893,11.114,0
2020/01/03,00:08:00,-1,21.046,1.0753,159,32.247,25977,0,0,1,36,41,542,-9,-42,139,1050,269,20512,329,941,77.082,337,944,85.05,-27.455,-27.455,-27.468,-2.6172,15.899,129.53,262.13,39,761,98,45.513,9.7315,51,28711,23.848,0.77086,7361,1.8791,7.4089,0
2020/01/03,00:08:10,-1,21.027,1.0671,193,32.247,31614,0,0,0,38,41,572,-9,-44,138,1032,269,20198,329,941,75.744,338,944,86.281,-27.455,-27.455,-27.468,-2.1093,15.766,130.89,261.6,39,761,98,45.685,9.728,0,31713,23.848,0.80329,7361,1.8051,14.359,0
2020/01/03,00:08:20,-1,21,1.071,192,32.364,31342,0,0,0,64,50,792,-12,-55,139,1051,269,20524,328,941,77.189,336,946,86.67,-27.455,-27.455,-27.465,-2.6172,16.003,132.12,263.28,39,760,99,45.82,9.7371,51,41601,23.848,0.80329,7324,1.855,7.5652,0
2020/01/03,00:08:30,-1,20.991,1.0704,187,32.247,30561,0,0,0,48,51,584,-11,-52,139,1041,269,20344,329,941,75.816,337,946,85.824,-27.455,-27.455,-27.465,-3.1412,15.071,130.5,261.76,39,759,98,45.791,9.7386,0,31054,23.848,0.77086,7361,1.7644,1.362,0
2020/01/03,00:08:40,-1,20.963,1.0769,201,32.188,32769,0,0,1,51,51,630,-12,-53,139,1028,269,20299,328,941,76.237,337,945,88.713,-27.455,-27.455,-27.468,-4.5673,14.911,131.13,266.96,39,760,97,45.711,9.757,51,32995,23.848,0.78666,7361,1.8301,1.2223,0
2020/01/03,00:08:50,-1,20.963,1.0848,201,32.335,32769,0,0,0,61,51,743,-12,-55,138,1046,269,20423,329,941,76.8,337,945,90.265,-27.455,-27.453,-27.465,-4.7933,14.267,129.96,264.75,39,758,97,45.639,9.7601,103,39697,23.848,0.91802,7361,1.8791,8.5837,0
2020/01/03,00:09:00,-1,20.973,1.094,227,32.188,37217,0,0,0,48,51,591,-12,-55,139,1086,269,21219,329,944,76.872,337,945,88.467,-27.455,-27.455,-27.468,-4.8718,14.1,128.97,262.95,39,758,96,45.546,9.7631,51,31237,23.848,0.91054,7324,1.8051,1.1816,0
2020/01/03,00:09:10,-1,20.972,1.0996,235,32.217,38507,0,0,1,52,50,642,-14,-63,139,1047,269,20456,328,940,75.288,336,944,88.15,-27.455,-27.455,-27.465,-2.5579,15.393,131.7,264.61,39,757,118,45.598,9.7632,0,32629,23.848,1.4027,7397,1.8633,1.7977,0
2020/01/03,00:09:20,-1,21,1.1033,210,32.335,34331,0,0,0,58,51,706,-12,-56,140,1028,269,20075,327,943,70.74,337,944,83.146,-27.455,-27.455,-27.465,-2.5483,16.451,130.96,263.42,39,757,116,45.588,9.7624,103,41198,23.848,1.6414,7361,1.7727,2.6681,0
2020/01/03,00:09:30,-1,21.009,1.0865,186,32.158,30425,0,0,1,46,50,605,-12,-55,140,1067,269,20838,327,939,75.78,337,944,85.614,-27.455,-27.455,-27.468,-3.0771,15.807,131.43,264.55,39,757,114,45.658,9.7578,0,33252,23.848,1.6497,7361,1.8791,1.1566,0
2020/01/03,00:09:40,-1,21,1.091,170,32.276,27675,0,2,1,50,49,627,-11,-53,139,1062,269,20737,329,939,77.613,336,944,88.927,-27.455,-27.455,-27.465,-4.0017,15.053,131.67,266.94,39,755,112,45.58,9.7619,51,32080,23.848,1.6497,7361,1.855,1.1242,0
2020/01/03,00:09:50,-1,21.018,1.1028,167,32.276,27403,0,2,1,41,50,509,-11,-53,138,1057,269,20501,329,939,77.26,337,944,89.491,-27.455,-27.455,-27.465,-3.3223,15.832,132.5,268.13,39,754,111,45.657,9.7613,51,26403,23.848,1.6247,7361,1.7561,1.2556,0
2020/01/03,00:10:00,-1,21.027,1.1018,215,32.188,35112,0,2,0,47,51,572,-11,-52,139,1062,269,20737,329,941,75.884,337,944,88.221,-27.455,-27.455,-27.465,-3.7373,15.591,131.38,265.35,39,754,110,45.658,9.7689,51,29882,23.848,1.7644,7324,1.7237,1.1816,0
2020/01/03,00:10:10,-1,21.046,1.0945,157,32.335,25468,0,0,1,114,68,1022,-12,-54,140,1082,269,21140,328,941,77.824,337,944,89.527,-27.455,-27.455,-27.468,-4.3862,14.85,132.26,265.2,39,755,109,45.602,9.7653,51,53576,23.848,1.5923,7361,1.8633,1.4119,0
2020/01/03,00:10:20,-1,21.101,1.0938,242,32.276,39560,0,2,1,51,63,496,-16,-73,138,1050,269,20714,330,942,75.884,337,946,88.539,-27.455,-27.455,-27.465,-4.75,13.607,130.44,265.16,39,754,109,45.54,9.7531,51,27246,23.848,1.6904,7324,1.8384,1.2065,0
2020/01/03,00:10:30,-1,21.128,1.0967,185,32.247,30290,0,0,1,91,63,886,-15,-68,138,1051,269,20411,328,942,77.118,338,946,89.666,-27.455,-27.455,-27.465,-4.0113,14.276,131.54,268.35,39,757,118,45.516,9.7518,0,42919,23.848,1.7237,7361,1.855,6.2748,0
2020/01/03,00:10:40,-1,21.101,1.1143,203,32.129,33040,-1,-5,1190,44,64,432,-14,-65,156,1051,269,20524,329,942,78.213,337,946,90.194,-27.455,-27.455,-27.465,-3.9392,14.778,132.78,270,39,759,127,45.554,9.7474,66034,22778,23.848,1.6663,8642,1.855,1.1733,0
2020/01/03,00:10:50,-1,21.101,1.1202,184,32.158,30154,0,0,1210,50,58,555,-12,-54,139,1077,269,21028,329,942,76.697,337,946,89.594,-27.455,-27.455,-27.468,-4.2228,15.327,131.38,268.48,39,759,126,45.623,9.7523,67214,28857,23.848,1.6904,7288,1.8218,0.96791,0
2020/01/03,00:11:00,-1,21.1,1.112,172,32.335,28218,0,0,0,51,60,541,-11,-50,138,1047,269,20445,326,942,76.554,337,946,91.146,-27.455,-27.455,-27.468,-3.5466,15.064,133.12,270.79,40,761,147,45.589,9.752,0,27758,23.848,1.6821,7324,1.8874,11.344,0
2020/01/03,00:11:10,-1,21.1,1.1092,169,32.306,27539,0,0,0,66,58,720,-13,-59,139,1081,269,21118,328,944,77.681,337,946,91.039,-27.455,-27.455,-27.468,-4.1876,14.67,132.51,266.94,40,760,145,45.664,9.7558,51,32885,23.848,1.6821,7361,1.855,4.5912,0
2020/01/03,00:11:20,-1,21.101,1.1161,185,32.335,30154,0,0,0,44,59,438,-11,-53,138,1042,269,20355,329,941,77.824,336,946,87.586,-27.455,-27.455,-27.465,-2.8159,15.602,131.95,268.47,40,760,149,45.672,9.753,51,25378,23.848,1.658,8533,1.7893,1.2473,0
2020/01/03,00:11:30,-1,21.147,1.1082,188,32.247,30697,0,0,0,48,58,511,-13,-59,139,1052,269,20546,329,941,75.181,338,945,86.566,-27.455,-27.455,-27.465,-2.3224,16.476,132.03,266.63,40,758,148,45.702,9.7463,51,27356,23.848,1.6497,7361,1.8791,1.8467,0
2020/01/03,00:11:40,-1,21.15,1.1,159,32.188,25977,0,0,1,56,59,583,-14,-65,138,1065,269,20804,328,941,77.296,337,945,88.995,-27.453,-27.455,-27.465,-2.1061,16.003,131.49,268.2,40,759,78,45.81,9.7449,0,30505,23.848,1.633,7361,1.8218,1.1159,0
2020/01/03,00:11:50,-1,21.137,1.0929,173,32.247,28218,0,0,0,59,60,610,-17,-76,138,1029,269,20064,327,941,76.661,337,944,89.138,-27.455,-27.455,-27.465,-1.8096,15.827,132.27,267.3,40,759,79,45.806,9.7421,51,35888,23.848,1.6904,7361,1.7237,1.2223,0
2020/01/03,00:12:00,-1,21.128,1.0916,147,32.247,24042,0,0,0,47,60,484,-14,-67,138,1028,269,20086,329,944,74.689,338,944,86.388,-27.455,-27.455,-27.468,-1.4683,16.041,132.22,265.18,40,759,79,45.746,9.7397,0,26074,23.848,1.8143,7397,1.8384,14.368,0
2020/01/03,00:12:10,-1,21.147,1.0842,154,32.217,25196,0,2,1,38,59,389,-19,-43,279,1056,269,20636,328,944,74.721,336,944,86.423,-27.455,-27.455,-27.468,-1.3113,16.593,132.16,264.87,40,759,79,45.661,9.7317,0,22705,23.848,1.658,16223,1.3537,1.0012,0
2020/01/03,00:12:20,-1,21.175,1.0776,120,32.364,19593,0,0,1,62,58,546,-7,-34,140,1043,269,20378,330,939,77.542,338,944,84.801,-27.455,-27.455,-27.465,-1.3257,16.876,131.39,264.25,40,758,79,44.99,9.7272,0,28637,23.848,1.707,7324,1.214,1.165,0
2020/01/03,00:12:30,-1,21.156,1.0766,138,32.335,22581,0,0,0,44,48,560,-7,-23,207,1019,269,19896,330,939,76.59,337,944,87.551,-27.455,-27.455,-27.465,-0.55336,16.775,132.48,267.46,40,757,79,45.605,9.7339,51,39477,23.848,1.8717,22705,1.1733,1.1159,0
2020/01/03,00:12:40,-1,21.128,1.0832,92,32.276,15416,0,0,1,0,2,75,0,0,1226,1032,269,20165,329,939,73.137,337,945,86.106,-27.455,-27.455,-27.468,-2.1189,16.957,131.41,263.99,43,793,107,45.581,9.7366,0,3918,23.848,1.7561,90563,0.97539,2.6274,0
2020/01/03,00:12:50,-1,21.082,1.0662,187,32.306,30561,0,0,1,-7,-24,184,0,0,446,1009,269,19593,329,940,75.991,337,945,86.598,-27.455,-27.455,-27.468,-0.82416,17.038,132.99,266.77,65,804,120,45.621,9.7587,51,4394,23.848,1.5923,20764,1.1974,1.954,0
2020/01/03,00:13:00,-1,21.073,1.0607,117,32.099,19186,0,0,0,-2,-19,74,46,35,819,1020,269,19985,328,940,73.84,336,945,84.451,-27.455,-27.453,-27.468,-1.4058,16.676,130.27,261.35,71,775,80,45.715,9.7341,51,3955,23.848,1.8143,42993,1.0411,1.2639,0
2020/01/03,00:13:10,-1,21.064,1.0529,240,32.335,38915,0,0,1,-7,-59,74,59,44,828,1028,269,20692,326,941,73.947,338,945,86.106,-27.455,-27.455,-27.465,-2.3496,16.007,130.21,264.82,80,806,112,45.703,9.7405,51,3955,23.848,1.707,44494,1.0577,1.1816,0
2020/01/03,00:13:20,-1,21.01,1.0576,245,32.158,40205,0,2,1,-21,-50,262,30,46,404,1166,269,22778,329,941,75.32,336,945,86.142,-27.457,-27.455,-27.468,-4.8702,14.085,130.93,264.53,78,778,81,45.704,9.7098,51,12231,23.848,1.6987,21753,1.1234,14.228,0
2020/01/03,00:13:30,-1,20.944,1.0871,262,32.247,42956,0,0,1,-5,-44,74,58,46,777,1106,269,21600,330,942,79.515,338,943,96.575,-27.457,-27.455,-27.465,-2.6044,15.717,135.14,277.23,78,780,80,45.704,9.7091,51,3882,23.848,1.658,41052,14.121,1.1733,0
2020/01/03,00:13:40,-1,20.926,1.1163,241,32.335,39288,0,0,0,-16,-54,183,35,52,420,1056,269,20636,328,942,76.483,337,943,90.828,-27.455,-27.455,-27.468,-5.4198,13.976,129.79,266.43,78,777,80,45.645,9.6963,51,9009,23.848,1.658,22705,1.9448,9.6761,0
2020/01/03,00:13:50,-1,20.935,1.0996,286,32.247,48185,0,0,0,-6,-55,74,44,52,520,1043,269,20378,328,941,80.185,339,944,93.19,-27.455,-27.455,-27.465,-4.6378,14.253,131.65,270.85,78,773,80,45.606,9.6769,0,3882,23.848,1.6497,27429,2.0354,1.1159,0
2020/01/03,00:14:00,-1,20.954,1.112,326,32.099,53007,0,0,1,-21,-50,260,32,52,388,1101,269,21499,328,941,77.435,339,944,94.777,-27.455,-27.455,-27.465,-4.6651,14.339,130.38,270.07,78,770,80,45.612,9.687,0,9741,23.848,1.707,21496,1.855,14.244,0
2020/01/03,00:14:10,-1,20.972,1.1135,268,32.276,43737,0,0,0,-6,-51,80,35,52,428,1053,269,20568,329,941,77.118,337,945,89.491,-27.455,-27.455,-27.468,-4.6522,13.859,131.32,269.41,78,765,80,45.637,9.6826,0,7983,23.848,1.7403,23181,1.8791,13.069,0
2020/01/03,00:14:20,-1,20.991,1.1196,298,32.158,48966,0,0,0,-6,-58,73,46,54,531,1054,269,20468,329,942,79.375,337,945,91.182,-27.455,-27.455,-27.465,-3.9824,14.602,134.03,273.91,78,763,80,45.62,9.6887,0,3918,23.848,1.6497,27868,1.8218,2.94,0
